COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CLORUROS_TOT,TIPO_CUERPO_AGUA
933.0,3873.0,31.0,2.518,1.812,2.0,2.0,10.0,10.0,0.0501,0.005,0.0322,0.4317,0.514,0.48179999999999995,1.0,1.0,0.0084,0.0015,8.0,0.0361,233.6,365.0,8.4,70.3,5.5,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,174.0,31.3,26.1,,LÓTICO
2143.0,4611.0,20.0,3.073,2.774,2.0,2.0,10.0,10.0,0.0763,0.005,0.0677,0.2864,0.4304,0.3627,1.0,1.0,0.0014,0.0015,10.0,0.0563,187.52,293.0,8.3,88.3,6.93,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,128.0,32.7,28.2,,LÓTICO
2723.0,6131.0,10.0,9.772,9.627,2.0,2.45,10.0,10.0,0.0668,0.0142,0.0445,0.36,0.4855,0.42679999999999996,1.0,1.0,0.017,0.0015,13.0,0.0712,148.48,232.0,8.2,57.7,4.28,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,100.0,32.1,30.7,,LÓTICO
19863.0,24196.0,1334.0,1.966,1.099,2.0,2.0,10.0,10.0,0.064102,0.010836,0.347282,0.651736,1.073956,0.715838,1.0,1.0,0.689,0.0015,10.0,0.1232,258.56,404.0,7.0,73.6,5.88,48.0,65.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,225.0,27.6,28.5,,LÓTICO
3873.0,9208.0,256.0,3.598,1.368,2.0,2.0,10.0,10.0,0.035,0.005,0.038,0.263,0.336,0.29800000000000004,1.0,1.0,0.06,0.029,8.0,0.009,277.12,433.0,8.0,86.3,5.96,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,206.0,33.7,28.7,,LÓTICO
2046.0,6488.0,132.0,2.039,1.299,2.0,2.0,10.0,10.0,0.026,0.005,0.343,0.217,0.5860000000000001,0.243,1.0,1.0,0.037,0.024,5.0,0.009,252.8,395.0,7.4,66.5,5.32,10.0,3.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,203.0,31.2,26.7,,LÓTICO
2100.0,11000.0,2100.0,9.682,4.504,2.0,2.0,10.0,10.0,0.241,0.005,0.317,0.109,0.667,0.35,1.0,1.0,0.0162,0.0015,13.0,0.045,184.32,288.0,8.0,69.9,4.8,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00194,0.00154,143.0,33.1,30.4,,LÓTICO
24000.0,24000.0,11000.0,5.607,3.825,2.0,2.0,10.0,10.0,0.245,0.005,0.536,0.074,0.855,0.319,1.0,1.0,0.0014,0.0015,15.0,0.078,163.84,256.0,7.6,119.33,8.97,10.0,2.6,0.0015,0.001301,0.0012,0.0002013,0.0015,0.00154,137.0,35.9,31.6,,LÓTICO
24000.0,24000.0,24000.0,5.389,3.837,2.0,2.0,10.0,10.0,0.0035,0.005,0.031,0.166,0.166,0.166,1.0,1.0,0.2283,0.0893,15.0,0.034,138.24,216.0,7.4,70.1,4.93,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00153,0.00154,110.0,31.8,31.7,,LÓTICO
2400.0,11000.0,2400.0,3.232,1.475,2.0,2.0,10.0,10.0,0.0035,0.005,0.375,0.106,0.481,0.106,1.0,1.0,0.0494,0.0185,10.0,0.009,211.20000000000002,330.0,7.8,112.87,7.48,10.0,8.8,0.0015,0.001301,0.05863,0.0002013,0.00221,0.00154,180.0,35.8,30.6,,LÓTICO
1500.0,24000.0,1500.0,1.965,1.246,2.0,2.0,10.0,24.97,0.034,0.005,0.031,0.203,0.23700000000000002,0.23700000000000002,1.0,1.0,0.0014,0.0015,5.0,0.036,218.88,342.0,8.4,87.0,6.6,10.0,9.6,0.0015,0.001301,0.0012,0.0005,0.00042,0.00154,154.0,28.7,31.2,,LÓTICO
4600.0,4600.0,2400.0,1.648,1.105,2.0,2.0,10.0,10.0,0.294,0.005,0.058,0.111,0.46299999999999997,0.40499999999999997,1.0,1.0,0.0014,0.0015,5.0,0.009,208.0,325.0,7.3,63.0,5.3,10.0,3.3,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,175.0,22.3,22.6,,LÓTICO
24000.0,24000.0,24000.0,0.83,0.819,2.0,2.0,10.0,23.38,0.0035,0.005,0.08,0.0,0.08,0.0035,1.0,1.0,0.071,0.0015,5.0,0.04,178.56,279.0,7.4,39.8,2.75,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00388,0.00154,144.0,26.9,24.1,,LÓTICO
230.0,430.0,90.0,21.74,19.457,2.0,2.0,38.9,55.79,0.279,0.005,0.561,0.041,0.8810000000000001,0.32,1.0,1.0,0.104,0.045,5.0,0.311,272.0,425.0,7.5,76.9,6.83,10.0,4.56,0.0015,0.001301,0.00587,0.00075,0.00291,0.00154,152.0,32.3,29.6,,LÓTICO
30.0,2400.0,30.0,3.529,3.308,2.0,2.0,10.0,11.55,0.171,0.005,0.031,0.188,0.359,0.359,1.0,1.0,0.04,0.0015,5.0,0.013,188.8,295.0,7.2,94.6,7.57,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00272,0.00154,170.0,36.4,33.1,,LÓTICO
930.0,2400.0,230.0,1.613,1.393,2.0,2.0,10.0,12.86,0.064,0.005,0.031,0.199,0.263,0.263,1.0,1.0,0.065,0.0015,5.0,0.033,186.24,291.0,7.1,86.7,6.69,10.0,4.11,0.0015,0.001301,0.03313,0.0002013,0.01167,0.00154,152.44,31.0,28.9,,LÓTICO
1500.0,2400.0,930.0,1.876,1.798,2.0,2.0,17.86,23.57,0.0035,0.005,0.104,0.066,0.16999999999999998,0.066,1.0,1.0,0.082,0.012,5.0,0.047,180.48,282.0,7.5,94.7,7.76,10.0,3.31,0.0015,0.001301,0.0073,0.0002013,0.00137,0.00154,184.0,14.9,17.5,,LÓTICO
200.0,,150.0,1.69,,,2.0,,10.86,0.0035,0.005,0.031,0.292,0.292,0.292,1.0,1.0,0.038,0.013,5.0,,260.48,407.0,8.3,96.2,7.52,14.0,4.2,0.0015,0.001301,0.01075,0.0011,0.0047,0.00154,212.0,30.7,27.5,,LÓTICO
2400.0,2400.0,921.0,27.93,26.36,2.0,2.0,,,0.0035,0.005,0.246,0.0,0.246,0.0035,1.0,1.0,0.0014,0.0015,5.0,0.009,535.6800000000001,837.0,8.16,118.6,9.22,10.0,4.4,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,173.0,30.1,28.3,,LÓTICO
2400.0,2400.0,1986.0,,,2.0,2.0,,,0.0035,0.005,0.031,0.0,0.0035,0.0035,1.0,1.0,0.0014,0.0015,5.0,0.009,158.72,248.0,8.47,97.4,8.34,16.0,11.4,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,190.0,28.5,23.11,,LÓTICO
2400.0,2400.0,2419.0,3.09,2.89,2.0,2.73,77.2,77.6,0.0035,0.005,0.031,0.0,0.0035,0.0035,1.0,1.0,0.0014,0.0015,5.0,0.009,212.48000000000002,332.0,7.57,114.73,9.51,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,239.0,29.8,24.75,,LÓTICO
2400.0,2400.0,345.0,9.116,8.07,3.25,3.51,10.0,10.0,0.032,0.005,0.031,0.97,1.002,1.002,1.0,1.0,0.0173,0.0015,10.0,0.009,191.36,299.0,8.38,125.0,10.51,14.0,4.6,0.0015,0.001301,0.0012,0.004111,0.00042,0.00154,949.0,29.7,24.17,,LÓTICO
2400.0,2400.0,225.0,4.535,4.535,2.0,2.0,10.0,10.0,0.186,0.005,0.073,5.131,5.390000000000001,5.317,1.0,1.0,0.0254,0.0015,5.0,0.0447,206.08,322.0,8.19,113.7,8.64,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,157.0,34.1,29.63,,LÓTICO
2400.0,2400.0,1300.0,2.795,2.195,2.0,2.72,10.0,10.0,0.0567,0.0181,0.6221,0.3247,1.0215999999999998,0.38139999999999996,1.0,1.0,0.0766,0.0078,5.0,0.009,190.72,298.0,7.9,111.0,8.68,36.0,11.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,167.0,34.0,27.8,,LÓTICO
2400.0,2400.0,75.0,5.865,5.865,2.0,2.0,10.0,10.0,0.0309,0.005,0.2031,0.0809,0.3149,0.1118,1.0,1.0,0.014,0.0015,5.0,0.0386,231.8912,362.33,8.14,86.83,7.09,18.0,5.6,0.0015,0.00099,0.00845,0.00074,0.00433,0.00154,147.0,33.0,30.6,,LÓTICO
2400.0,2400.0,2187.0,1.915,1.397,2.0,2.0,10.0,10.0,0.071,0.005,0.403,0.143,0.617,0.21399999999999997,1.0,1.0,0.011,0.009,10.0,0.014,192.64000000000001,301.0,7.97,66.9,5.54,19.0,11.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,205.0,25.4,28.1,,LÓTICO
24000.0,24000.0,5172.0,2.661,2.034,2.0,2.0,10.0,10.0,0.074,0.008,0.588,0.245,0.9149999999999999,0.319,1.0,1.0,0.04,0.007,12.5,0.063,136.32,213.0,7.96,66.8,5.53,103.0,65.0,0.0015,0.001301,0.0012,0.001,0.00042,0.00154,205.0,29.8,25.4,,LÓTICO
24000.0,24000.0,31.0,3.052,3.052,2.0,2.0,10.0,10.0,0.084,0.005,0.191,0.29,0.5700000000000001,0.374,1.0,1.0,0.026,0.015,7.5,0.021,245.12,383.0,7.1,92.0,7.4,10.0,2.8,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,218.0,31.0,26.7,,LÓTICO
2613.0,2909.0,10.0,1.256,1.256,2.0,2.0,10.0,10.0,0.092,0.005,0.114,0.065,0.271,0.157,1.0,1.0,0.105,0.021,5.0,0.03,265.6,415.0,7.7,100.5,7.7,10.0,4.7,,0.001301,,,,,225.0,30.0,29.6,,LÓTICO
11000.0,24000.0,520.0,2.92,2.92,2.0,2.0,13.61,20.41,0.128,0.011,0.547,0.213,0.899,0.34099999999999997,1.0,1.0,0.073,0.034,10.0,0.045,256.64,401.0,7.8,92.1,8.2,17.0,5.0,,,0.0012,,,,256.0,31.4,28.5,,LÓTICO
4600.0,11000.0,3076.0,5.472,2.217,2.0,2.0,10.0,10.0,0.051,0.011,0.463,0.755,1.28,0.806,1.0,1.0,0.26,0.067,20.0,0.052,213.12,333.0,7.5,87.5,7.5,83.0,200.0,,,,,,,217.0,27.4,28.1,,LÓTICO
24000.0,24000.0,2400.0,6.213,1.959,2.0,2.6,17.02,23.25,0.095,0.009,0.236,0.206,0.5459999999999999,0.301,1.0,1.0,0.035,0.034,5.0,0.049,231.04,361.0,8.3,88.8,7.6,20.0,8.3,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,186.0,33.0,33.0,,LÓTICO
11000.0,24000.0,689.0,5.867,5.867,2.8,4.1,10.0,18.31,0.03,0.042,0.545,0.454,1.071,0.484,1.0,1.0,0.223,0.014,20.0,0.143,269.248,420.7,7.7,99.2,9.1,231.0,170.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,205.0,32.0,26.0,,LÓTICO
9280.0,24000.0,3255.0,5.466,2.117,2.0,2.0,10.0,44.05,0.138571,0.0127,0.0926,0.244898,0.488769,0.383469,1.0,1.0,0.0014,0.0015,5.0,0.009,243.20000000000002,380.0,8.3,86.3,7.01,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,178.0,16.0,20.0,,LÓTICO
19863.0,24196.0,2143.0,,6.721,2.0,2.0,10.0,27.3,0.086785,0.015791,0.395743,0.5863,1.084619,0.673085,1.0,1.0,0.1429,0.0465,5.0,0.1209,257.28000000000003,402.0,8.0,78.7,6.44,88.0,75.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,212.97,32.0,26.0,,LÓTICO
9208.0,11199.0,2489.0,2.614,2.32,2.0,2.0,11.5,24.0,0.102579,0.020901,0.233721,0.300158,0.657359,0.402737,1.0,1.0,0.0398,0.0855,5.0,0.0444,248.32,388.0,8.3,93.3,8.64,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,198.0,30.0,29.0,,LÓTICO
10462.0,19863.0,7701.0,1.816,1.76,2.0,2.0,10.0,10.0,0.06287,0.01388,0.051355,0.164033,0.292138,0.22690300000000002,1.0,1.0,0.0752,0.0748,10.0,0.0401,209.92000000000002,328.0,8.1,64.9,4.72,18.0,6.8,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,154.0,29.0,31.0,,LÓTICO
1259.0,2595.0,226.0,2.841,2.841,2.0,2.0,10.0,10.0,0.114177,0.005,0.040786,0.19142,0.346383,0.305597,1.0,1.0,0.1085,0.0319,10.0,0.0347,209.28,327.0,8.4,77.9,5.45,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,164.0,33.0,31.0,,LÓTICO
11199.0,24196.0,2909.0,1.195,1.139,2.0,2.0,10.0,10.0,0.060463,0.019097,0.292303,0.471011,0.842874,0.531474,1.0,1.0,0.108,0.095,18.0,0.0778,241.92000000000002,378.0,7.1,81.7,6.51,180.0,58.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,146.0,32.6,27.2,,LÓTICO
960.0,4352.0,52.0,1.663,1.35,2.0,2.0,10.0,10.47,0.1148,0.005,0.031,0.2936,0.40840000000000004,0.40840000000000004,1.0,1.0,0.0329,0.0015,8.0,0.0327,244.48000000000002,382.0,8.3,60.0,4.63,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,176.0,33.5,26.8,,LÓTICO
2014.0,3873.0,52.0,1.881,1.578,2.0,2.0,10.0,10.0,0.22,0.005,0.031,0.1354,0.3554,0.3554,1.0,1.0,0.0397,0.0295,10.0,0.0452,232.96,364.0,8.0,83.1,6.8,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,162.0,34.4,29.2,,LÓTICO
1333.0,2143.0,285.0,8.791,8.683,2.0,2.0,10.0,10.0,0.1547,0.01,0.0461,0.2632,0.474,0.4179,1.0,1.0,0.035,0.021,5.0,0.0592,179.84,281.0,8.5,87.7,6.3,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,128.0,33.6,32.0,,LÓTICO
24196.0,24196.0,8664.0,2.683,1.933,2.0,2.0,10.0,10.0,0.062181,0.014905,0.311813,0.409021,0.79792,0.471202,1.0,1.0,0.144,0.0015,10.0,0.129,216.32,338.0,6.9,61.3,4.9,101.0,120.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,214.0,29.9,28.7,,LÓTICO
24196.0,24196.0,19863.0,8.768,1.315,2.0,2.0,10.0,10.0,0.027,0.005,0.031,0.258,0.28500000000000003,0.28500000000000003,1.0,1.0,0.064,0.034,5.0,0.05,232.32,363.0,7.7,80.6,5.93,35.0,6.3,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,206.0,33.4,28.3,,LÓTICO
8664.0,24196.0,1624.0,3.104,2.904,2.0,2.0,10.0,10.0,0.132,0.014,0.48,0.362,0.988,0.494,1.0,1.0,0.049,0.0015,10.0,0.0519,202.24,316.0,7.7,67.5,5.74,48.0,14.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,176.0,30.6,23.1,,LÓTICO
2100.0,24000.0,2100.0,6.177,4.734,2.0,2.0,10.0,10.0,0.165,0.005,0.409,0.132,0.706,0.29700000000000004,1.0,1.0,0.0477,0.0256,13.0,0.009,222.72,348.0,8.2,76.3,4.9,10.0,3.4,0.0015,0.001301,0.00889,0.0002013,0.00239,0.00154,159.0,32.2,29.6,,LÓTICO
24000.0,24000.0,4600.0,4.522,3.165,2.0,2.0,10.0,10.0,0.348,0.005,0.217,0.224,0.7889999999999999,0.572,1.0,1.0,0.1054,0.0294,5.0,0.045,213.12,333.0,7.7,84.0,6.17,10.0,2.5,0.0015,0.001301,0.00565,0.0002013,0.02637,0.00154,146.0,35.9,32.2,,LÓTICO
24000.0,24000.0,24000.0,4.657,3.345,2.0,2.64,10.0,10.0,0.026,0.005,0.031,0.333,0.35900000000000004,0.35900000000000004,1.0,1.0,0.0455,0.0015,10.0,0.038,163.20000000000002,255.0,7.8,72.3,5.2,10.0,3.1,0.0015,0.001301,0.0012,0.0002013,0.00153,0.00154,127.0,34.8,33.4,,LÓTICO
24000.0,24000.0,230.0,4.116,2.049,2.0,2.0,10.0,10.0,4.169,0.005,0.561,0.816,5.545999999999999,4.984999999999999,1.0,1.0,0.0912,0.0597,13.0,0.044,204.8,320.0,7.4,112.57,7.45,21.0,39.0,0.0015,0.001301,0.0012,0.0002013,0.00255,0.00154,176.0,35.3,30.5,,LÓTICO
11000.0,24000.0,2100.0,10.299,6.126,2.0,2.0,10.0,10.0,0.106,0.005,0.072,0.001,0.179,0.107,1.0,1.0,0.0014,0.0015,5.0,0.044,218.24,341.0,8.1,69.6,5.36,10.0,21.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,114.0,30.4,30.5,,LÓTICO
11000.0,24000.0,4600.0,1.775,1.428,2.0,2.0,10.0,10.0,0.125,0.005,0.337,0.143,0.605,0.268,1.0,1.0,0.0175,0.0158,5.0,0.009,211.20000000000002,330.0,7.3,61.0,5.1,10.0,10.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,192.0,24.5,23.1,,LÓTICO
24000.0,24000.0,24000.0,0.103,0.103,2.0,2.0,16.48,27.52,0.051,0.005,0.251,0.048,0.35,0.099,1.0,1.0,0.071,0.0015,5.0,0.04,214.4,335.0,7.3,40.0,2.79,10.0,3.92,0.0015,0.001301,0.00832,0.0002013,0.03521,0.00778,184.0,25.2,23.8,,LÓTICO
90.0,210.0,40.0,19.513,12.047,2.0,2.0,52.34,66.83,0.336,0.005,0.641,0.018,0.9950000000000001,0.35400000000000004,1.0,1.0,0.089,0.048,5.0,0.193,231.68,362.0,7.6,68.3,6.06,20.0,12.0,0.0015,0.001301,0.01476,0.0002013,0.00504,0.00154,136.0,32.6,30.5,,LÓTICO
200.0,4600.0,30.0,1.379,1.258,2.0,2.0,12.93,17.07,0.231,0.005,0.031,0.074,0.305,0.305,1.0,1.0,0.045,0.007,5.0,0.018,200.96,314.0,7.1,94.7,7.46,10.0,2.77,0.0015,0.001301,0.02403,0.0002013,0.00459,0.00154,86.0,36.2,31.1,,LÓTICO
1500.0,2100.0,200.0,1.381,1.291,2.0,2.0,10.0,10.0,0.077,0.005,0.336,0.228,0.641,0.305,1.0,1.0,0.058,0.014,10.0,0.031,181.12,283.0,7.1,88.2,6.96,39.0,28.7,0.0015,0.001301,0.02308,0.0002013,0.00678,0.00154,142.14,24.7,27.2,,LÓTICO
24000.0,24000.0,11000.0,19.676,3.024,2.13,2.5,12.14,32.14,0.0035,0.005,0.24,0.224,0.46399999999999997,0.224,1.0,1.0,0.106,0.028,,0.07,174.72,273.0,7.5,94.9,7.63,106.0,105.0,0.0015,0.001301,0.00956,0.0002013,0.00339,0.00154,172.0,24.0,19.9,,LÓTICO
1500.0,,280.0,2.786,,,2.0,,40.14,0.0035,0.005,0.093,0.382,0.475,0.382,1.0,1.0,0.051,0.025,20.0,,276.48,432.0,8.1,88.4,6.98,21.0,20.5,0.0015,0.001301,0.02973,0.00088,0.00594,0.00154,226.0,27.0,26.5,,LÓTICO
240.0,2400.0,7.0,,,6.78,7.55,,,0.0035,0.055,5.08,0.0,5.135,0.0035,1.0,1.0,0.0014,0.0015,10.0,0.054,535.6800000000001,837.0,8.21,134.1,10.5,30.0,2.8,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,276.0,28.7,27.87,,LÓTICO
1100.0,2400.0,161.0,23.28,23.28,2.0,2.0,,,0.0035,0.016,1.278,0.0,1.294,0.0035,1.0,1.0,0.0014,0.0015,5.0,0.0392,568.32,888.0,8.34,113.2,9.4,19.0,2.63,0.0015,0.00011,0.0012,0.0002013,0.00042,0.00154,406.0,29.0,24.5,,LÓTICO
210.0,210.0,208.0,4.76,4.16,2.0,2.0,60.5,61.18,0.0035,0.011,3.007,0.0,3.0180000000000002,0.0035,1.0,1.0,0.0014,0.0015,5.0,0.0462,626.5600000000001,979.0,8.03,96.5,8.27,23.0,8.2,0.010708,0.000171,0.0012,0.0002013,0.002209,0.00154,440.0,24.0,22.8,,LÓTICO
15.0,93.0,11.0,,8.376,2.0,2.0,10.0,,0.017,0.005,0.2,0.813,1.03,0.83,1.0,1.0,0.0471,0.0015,8.0,0.009,411.52,643.0,8.34,107.5,8.87,16.0,2.5,0.0015,0.001301,0.008449,0.003863,0.002121,0.00154,592.0,33.1,24.93,,LÓTICO
43.0,93.0,2.0,7.525,5.074,2.87,3.48,10.0,10.0,0.14,0.0418,0.84,16.219,17.2408,16.359,1.0,1.0,0.3659,0.2474,5.0,0.0602,709.12,1108.0,8.45,103.4,7.66,17.0,4.0,0.0015,0.001301,0.030588,0.0002013,0.00042,0.00154,337.0,39.8,30.96,,LÓTICO
240.0,240.0,181.0,4.641,1.858,3.17,4.78,10.0,10.0,0.2392,0.0181,1.4723,0.444,2.1736,0.6832,1.0,1.0,0.0485,0.0057,5.0,0.0375,503.68,787.0,7.78,78.0,6.38,66.0,9.4,0.0015,0.017086,0.0012,0.0002013,0.002603,0.008525,444.0,30.0,25.21,,LÓTICO
1100.0,1100.0,35.0,3.109,3.109,2.0,2.0,10.0,10.0,0.0035,0.005,1.0893,0.2841,1.3734,0.2841,1.0,1.0,0.0563,0.0422,8.0,0.0334,476.8,745.0,8.39,91.83,7.84,28.0,6.7,0.0015,0.001301,0.0012,0.0002013,0.00219,0.00154,238.0,32.8,28.1,,LÓTICO
2400.0,2400.0,393.0,3.098,3.098,2.0,2.0,10.0,10.0,0.08,0.02,2.582,0.849,3.5309999999999997,0.9289999999999999,1.0,1.0,0.096,0.088,10.0,0.124,263.04,411.0,7.83,98.73,7.51,58.0,39.0,0.0015,0.001301,0.0012,0.001,0.00042,0.00154,260.0,26.6,25.5,,LÓTICO
24000.0,24000.0,2400.0,4.439,3.681,2.0,2.0,10.0,16.96,0.152,0.026,2.965,0.543,3.686,0.6950000000000001,1.0,1.0,0.722,0.445,12.5,0.062,580.48,907.0,7.8,124.8,10.3,10.0,6.6,,,0.0012,,,0.00154,318.0,32.8,26.5,,LÓTICO
1450.0,2481.0,10.0,2.489,2.489,2.0,2.0,10.0,10.0,0.041,0.018,2.532,0.29,2.8810000000000002,0.33099999999999996,1.0,1.0,1.7,0.45,7.5,0.063,641.28,1002.0,8.4,128.1,9.9,10.0,2.5,,0.001301,,,,,324.0,28.0,28.4,,LÓTICO
9.0,93.0,74.0,3.336,3.336,2.0,2.0,13.8,79.6,0.042,0.012,2.318,0.396,2.768,0.438,1.0,1.0,0.651,0.403,7.5,0.104,647.04,1011.0,8.2,105.1,9.1,14.0,106.0,,,0.0086,,,,339.0,30.2,29.6,,LÓTICO
11000.0,11000.0,7630.0,11.11,2.854,2.0,2.0,10.0,10.0,0.209,0.005,1.399,0.47,2.0780000000000003,0.6789999999999999,1.0,1.0,0.809,0.163,25.0,0.034,385.28000000000003,602.0,8.0,92.2,7.5,1065.0,700.0,,,,,,,537.0,28.5,25.8,,LÓTICO
11000.0,24000.0,548.0,6.622,2.172,2.0,2.0,17.92,23.75,0.06,0.022,2.813,0.453,3.348,0.513,1.0,1.0,0.095,,10.0,0.064,562.5600000000001,879.0,8.6,91.6,7.8,10.0,35.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,351.0,29.0,29.0,,LÓTICO
24000.0,24000.0,2420.0,3.523,2.978,2.0,2.0,10.0,10.0,0.031,0.023,1.679,0.65,2.383,0.681,1.0,1.0,0.254,0.146,5.0,0.054,426.24,666.0,7.8,99.6,8.7,73.0,28.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,285.0,28.0,26.0,,LÓTICO
988.0,3654.0,10.0,6.559,4.16,2.0,2.0,10.0,10.0,0.075417,0.0533,2.4421,0.876483,3.4473,0.9519,1.0,1.0,0.6051,0.6028,5.0,0.0728,588.8000000000001,920.0,8.8,93.8,8.32,10.0,3.1,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,261.0,23.0,22.0,,LÓTICO
4352.0,17329.0,1017.0,33.1,32.39,2.0,2.0,10.0,10.0,0.015376,0.0497,0.6437,0.0,0.7087760000000001,0.015376,1.0,1.0,0.2113,0.0785,5.0,0.0757,356.48,557.0,8.6,97.9,8.33,108.0,80.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,323.0,24.0,23.0,,LÓTICO
2143.0,2481.0,1.0,5.118,3.156,2.0,2.0,10.0,16.1,0.073952,0.03551,2.427172,0.449787,2.9864210000000004,0.523739,1.0,1.0,0.8036,0.5062,5.0,0.0879,592.0,925.0,9.2,100.4,8.57,18.0,2.9,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,284.0,32.0,27.0,,LÓTICO
3873.0,12033.0,831.0,3.347,3.288,2.0,6.03,10.0,10.0,0.081339,0.022185,1.413309,0.417852,1.934685,0.499191,1.0,1.0,0.4098,0.249,10.0,0.0727,462.08,722.0,8.3,71.3,5.45,143.0,105.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,328.0,29.0,26.0,,LÓTICO
2014.0,6867.0,31.0,4.618,4.618,2.0,2.0,10.0,10.0,0.077425,0.011623,2.127027,0.749897,2.965972,0.827322,1.0,1.0,1.1317,1.0921,13.0,0.0807,589.44,921.0,8.4,54.4,4.11,27.0,3.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,272.0,32.0,29.0,,LÓTICO
6867.0,19863.0,262.0,2.929,1.76,2.0,2.0,10.0,10.0,0.020279,0.006785,1.880845,0.541354,2.449263,0.561633,1.0,1.0,0.198,0.153,10.0,0.0512,472.96000000000004,739.0,8.1,80.9,6.51,27.0,4.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,310.0,31.1,25.7,,LÓTICO
3076.0,3448.0,31.0,3.333,3.126,2.0,2.0,10.0,10.0,0.062,0.0103,2.4184,0.5499,3.0406,0.6119000000000001,1.0,1.0,0.8669,0.6132,8.0,0.0898,712.96,1114.0,8.4,73.5,5.75,13.0,6.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,334.0,32.4,27.7,,LÓTICO
3873.0,6131.0,221.0,4.751,3.797,2.0,2.0,10.0,10.0,0.0876,0.0091,1.7327,0.6182,2.4476,0.7058,1.0,1.0,1.172,0.924,25.0,0.0971,676.48,1057.0,8.5,53.8,4.16,23.0,8.6,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,306.0,32.0,28.1,,LÓTICO
712.0,12033.0,185.0,1.967,1.818,2.0,2.0,10.0,10.0,0.0035,0.018,1.559,0.4,1.9769999999999999,0.4,1.0,1.0,0.175,0.147,8.0,0.0721,540.8,845.0,8.2,71.0,6.47,22.0,25.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,249.0,30.1,27.9,,LÓTICO
11000.0,24000.0,1500.0,7.975,6.549,2.0,2.0,10.0,10.0,0.025,0.005,5.776,0.236,6.037,0.261,1.0,1.0,0.6283,0.5717,13.0,0.055,655.36,1024.0,8.6,60.3,4.6,10.0,8.2,0.0112,0.001301,0.0012,0.0002013,0.00378,0.00154,306.0,23.5,24.5,,LÓTICO
